;crop_variety;reference;experiment_type_original;experiment_numbers;yield;year;crop_type;salinitylevel_list;yieldreduction_list;max_yieldreduction
0;ISA;Van Hoorn et al. (1993);tank;6.0;Grain yield [kg/m²];1990;Wheat;[0.8, 1.0, 2.9, 3.3, 6.0, 6.3, nan, nan, nan, nan, nan, nan];[100.0, 88.3333333333333, 91.1111111111111, 86.1111111111111, 89.4444444444444, 84.4444444444444, nan, nan, nan, nan, nan, nan];
1;Sunvale;Grewal (2010);pot;5.0;Shoot dry weight [g/(3plants)];2009;Wheat;[3.5, 4.5, 5.5, 6.5, 7.5, nan, nan, nan, nan, nan, nan, nan];[100.0, 85.7142857142857, 71.4285714285714, 64.2857142857143, 50.0, nan, nan, nan, nan, nan, nan, nan];
2;Axona;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 34.6151682232474, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
3;Cajerna;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 19.8853083965984, 2.40135544622202, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
4;Ho2;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 30.5921975863037, 33.26472697789, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
5;Lermaroja;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 7.61295180722892, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
6;Sette Cerros;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 19.4605912869554, 17.7229826864179, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
7;Cajema x Sette Cerros;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 22.9304539649367, 29.0839428770463, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
8;Cajema x Ho2;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 26.3635822317494, 31.5588900797904, 5.55853280933667, nan, nan, nan, nan, nan, nan, nan, nan];
9;Cajema x Lermaroja;Sadat Noori et al. (2010);greenhouse;4.0;1000-grain weight [g];2010;Wheat;[0.0, 13.696875, 18.2625, 22.828125, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 18.3259039128281, 14.8765301068421, 0.0, nan, nan, nan, nan, nan, nan, nan, nan];
10;Bahawalpur;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 58.0016934801016, 25.3175275190517, nan, nan, nan, nan, nan, nan, nan, nan, nan];
11;Blue Silver ;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 57.566765578635, 32.7893175074184, nan, nan, nan, nan, nan, nan, nan, nan, nan];
12;Indus 79;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 43.4432234432234, 19.2673992673993, nan, nan, nan, nan, nan, nan, nan, nan, nan];
13;LU26S;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 48.314606741573, 24.3445692883895, nan, nan, nan, nan, nan, nan, nan, nan, nan];
14;Lyallpur 73;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 44.8379804069329, 28.1838733986436, nan, nan, nan, nan, nan, nan, nan, nan, nan];
15;Pak 81;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 38.255033557047, 25.6524981357196, nan, nan, nan, nan, nan, nan, nan, nan, nan];
16;Potohar;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 51.158940397351, 31.953642384106, nan, nan, nan, nan, nan, nan, nan, nan, nan];
17;Punjab 81;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 41.0926365795724, 30.5225653206651, nan, nan, nan, nan, nan, nan, nan, nan, nan];
18;SA 75 ;Rashid et al. (1999);greenhouse;3.0;Fresh weight [g/plant];1998;Wheat;[0.0, 9.13125, 18.2625, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 41.6589002795899, 26.5610438024231, nan, nan, nan, nan, nan, nan, nan, nan, nan];
19;Onfarom 9;Rashid et al. (1999);greenhouse;3.0;Grain yield [g/plant];1998;Wheat;[4.1, 9.1, 12.1, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 29.7208794635896, 8.26446280991735, nan, nan, nan, nan, nan, nan, nan, nan, nan];
20;Kharchia 65;Sairam et al. (2002);pot;3.0;Grain yield [g/plant];1999;Wheat;[0.0, 5.4, 10.6, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 61.6771159874608, 46.7868338557994, nan, nan, nan, nan, nan, nan, nan, nan, nan];
21;KRL 19;Sairam et al. (2002);pot;3.0;Grain yield [g/plant];1999;Wheat;[0.0, 5.4, 10.6, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 31.875, 16.5625, nan, nan, nan, nan, nan, nan, nan, nan, nan];
22;Cham-1;Katerji et al. (2005);greenhouse, lysimeter;3.0;Grain yield [g/m²];2002;Wheat;[0.9, 4.2, 6.9, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 98.659793814433, 89.3814432989691, nan, nan, nan, nan, nan, nan, nan, nan, nan];
23;Cham-1;Katerji et al. (2005);greenhouse, lysimeter;3.0;1000-grain weight [g];2002;Wheat;[0.9, 4.2, 6.9, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 98.8066825775656, 101.193317422434, nan, nan, nan, nan, nan, nan, nan, nan, nan];
24;Haurani;Katerji et al. (2005);greenhouse, lysimeter;3.0;Grain yield [g/m²];2002;Wheat;[0.9, 4.2, 6.9, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 83.8983050847458, 80.1452784503632, nan, nan, nan, nan, nan, nan, nan, nan, nan];
25;Haurani;Katerji et al. (2005);greenhouse, lysimeter;3.0;1000-grain weight [g];2002;Wheat;[0.9, 4.2, 6.9, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 98.6737400530504, 101.06100795756, nan, nan, nan, nan, nan, nan, nan, nan, nan];
26;SR-2;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 92.267617650875, 875.099574180307, nan, nan, nan, nan, nan, nan, nan, nan, nan];
27;SR-4;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 88.6184518517564, 88.6901770797095, nan, nan, nan, nan, nan, nan, nan, nan, nan];
28;SR-7;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 93.7047665770862, 86.3241480812563, nan, nan, nan, nan, nan, nan, nan, nan, nan];
29;SR-19;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 92.791733671997, 87.8112553227462, nan, nan, nan, nan, nan, nan, nan, nan, nan];
30;SR-20;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 96.6095999434049, 90.8616603586714, nan, nan, nan, nan, nan, nan, nan, nan, nan];
31;SR-22;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 92.3405067022734, 89.3782405882047, nan, nan, nan, nan, nan, nan, nan, nan, nan];
32;SR-23;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 95.0256804938194, 87.8268961942608, nan, nan, nan, nan, nan, nan, nan, nan, nan];
33;SR-24;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 89.6592364597995, 85.7144248610793, nan, nan, nan, nan, nan, nan, nan, nan, nan];
34;SR-25;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 86.2611640492712, 82.3874820355447, nan, nan, nan, nan, nan, nan, nan, nan, nan];
35;SR-40;Shafi et al. (2010);field;3.0;Grain yield [kg/ha];2010;Wheat;[3.25, 4.25, 5.15, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 93.0353573779798, 91.0642692979379, nan, nan, nan, nan, nan, nan, nan, nan, nan];
36;S-24;Kausar and Shahbaz (2013);net house;2.0;Shoot fresh weight [g/plant];2012;Wheat;[0.0, 0.0234375, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 35.7142857142857, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
37;SARC-1;Saqib et al. (2013);wire house, glassroof;2.0;Grain yield [g/plant];2012;Wheat;[2.5, 15.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 89.4736842105263, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
38;7-Cerros;Saqib et al. (2013);wire house, glassroof;2.0;Grain yield [g/plant];2012;Wheat;[2.5, 15.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 67.5675675675676, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
39;Biggar;Steppuhn et a. (1997);greenouse, tank;;Relative Grain Yield %;1993;Wheat;[1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0, 14.0];[100.0, 109.473684210526, 92.6315789473684, 78.9473684210526, 75.7894736842105, 73.6842105263158, 54.7368421052632, 41.0526315789474, 28.4210526315789, 21.0526315789474, 6.31578947368421, 5.26315789473684];
40;Fielder;Steppuhn et a. (1997);greenouse, tank;;Relative Grain Yield %;1993;Wheat;[1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0, 14.0];[100.0, 52.112676056338, 61.9718309859155, 57.0422535211268, 62.6760563380282, 76.056338028169, 53.5211267605634, 32.3943661971831, 25.3521126760563, 15.4929577464789, 3.52112676056338, 2.8169014084507];
41;Katepwa;Steppuhn et a. (1997);greenouse, tank;;Relative Grain Yield %;1993;Wheat;[1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0, 14.0];[100.0, 65.3061224489796, 42.8571428571429, 58.1632653061225, 66.3265306122449, 47.9591836734694, 33.6734693877551, 28.5714285714286, 17.3469387755102, 8.16326530612245, 2.04081632653061, 1.02040816326531];
42;Jingshi;Zhang et al. (2005);in virto, microtuber;5.0;Microtuber fresh weight [mg];2005;Potato;[0.0, 1.82625, 3.6525, 5.47875, 7.305, nan, nan, nan, nan, nan, nan, nan];[100.0, 94.5454545454546, 18.1818181818182, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan];
43;Zihuabai;Zhang et al. (2005);in virto, microtuber;5.0;Microtuber fresh weight [mg];2005;Potato;[0.0, 1.82625, 3.6525, 5.47875, 7.305, nan, nan, nan, nan, nan, nan, nan];[100.0, 63.448275862069, 48.2758620689655, 12.4137931034483, 0.0, nan, nan, nan, nan, nan, nan, nan];
44;Atlantik_1;Kirk et al. (2006);"field?! ""planted in port""";5.0;Mean tuber weight [g] silty loam;2013;Potato;[0.0, 3.28125, 6.640625, 9.96875, 13.28125, nan, nan, nan, nan, nan, nan, nan];[100.0, 77.4509803921569, 69.6078431372549, 67.6470588235294, 66.6666666666667, nan, nan, nan, nan, nan, nan, nan];
45;Atlantik_2;Kirk et al. (2006);"field?! ""planted in port""";5.0;Mean tuber weight [g] Muck soil;2013;Potato;[0.0, 3.28125, 6.640625, 9.96875, 13.28125, nan, nan, nan, nan, nan, nan, nan];[100.0, 68.0412371134021, 80.4123711340206, 61.8556701030928, 56.701030927835, nan, nan, nan, nan, nan, nan, nan];
46;Alpha;Sabbah and Tal (1995);greenhouse;4.0;Root dry weight [g];1995;Potato;[0.0, 4.565625, 9.13125, 13.696875, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 105.714285714286, 107.142857142857, 72.8571428571429, nan, nan, nan, nan, nan, nan, nan, nan];
47;Russet Burbank;Sabbah and Tal (1995);greenhouse;4.0;Root dry weight [g];1995;Potato;[0.0, 4.565625, 9.13125, 13.696875, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 126.436781609195, 83.9080459770115, 44.8275862068966, nan, nan, nan, nan, nan, nan, nan, nan];
48;S.kurzianum;Sabbah and Tal (1995);greenhouse;4.0;Root dry weight [g];1995;Potato;[0.0, 4.565625, 9.13125, 13.696875, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 82.9545454545455, 92.0454545454546, 53.4090909090909, nan, nan, nan, nan, nan, nan, nan, nan];
49;Russet Burbank;Alhagdow et al. (1999);in vitro;3.0;Root dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 67.2, 42.0, nan, nan, nan, nan, nan, nan, nan, nan, nan];
50;Russet Burbank;Alhagdow et al. (1999);in vitro;3.0;Shoot dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 67.2, 42.0, nan, nan, nan, nan, nan, nan, nan, nan, nan];
51;Sierra ;Alhagdow et al. (1999);in vitro;3.0;Root dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 60.2331606217617, 48.9637305699482, nan, nan, nan, nan, nan, nan, nan, nan, nan];
52;Sierra ;Alhagdow et al. (1999);in vitro;3.0;Shoot dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 76.6666666666667, 76.4285714285714, nan, nan, nan, nan, nan, nan, nan, nan, nan];
53;Russet Burbank;Alhagdow et al. (1999);in vitro;3.0;Root dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 62.3224728487886, 12.1971595655806, nan, nan, nan, nan, nan, nan, nan, nan, nan];
54;Russet Burbank;Alhagdow et al. (1999);in vitro;3.0;Shoot dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 68.8679245283019, 26.2971698113208, nan, nan, nan, nan, nan, nan, nan, nan, nan];
55;Sierra ;Alhagdow et al. (1999);in vitro;3.0;Root dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 54.3893129770992, 21.5648854961832, nan, nan, nan, nan, nan, nan, nan, nan, nan];
56;Sierra ;Alhagdow et al. (1999);in vitro;3.0;Shoot dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 86.8421052631579, 47.4696356275304, nan, nan, nan, nan, nan, nan, nan, nan, nan];
57;Russet Burbank;Alhagdow et al. (1999);in vitro;3.0;Root dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 71.5, 16.9, nan, nan, nan, nan, nan, nan, nan, nan, nan];
58;Russet Burbank;Alhagdow et al. (1999);in vitro;3.0;Shoot dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 70.0, 24.1, nan, nan, nan, nan, nan, nan, nan, nan, nan];
59;Sierra ;Alhagdow et al. (1999);in vitro;3.0;Root dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 51.0, 35.8, nan, nan, nan, nan, nan, nan, nan, nan, nan];
60;Sierra ;Alhagdow et al. (1999);in vitro;3.0;Shoot dry weight [mg];1999;Potato;[0.0, 0.36525, 0.7305, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 72.0, 59.2, nan, nan, nan, nan, nan, nan, nan, nan, nan];
61;Airampia;Velasquez et al. (2005);in virto;2.0;Root dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 23.5294117647059, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
62;Airampia;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 46.031746031746, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
63;Balcacha;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 55.5555555555556, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
64;Blanca;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 126.984126984127, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
65;Blanca redonda;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
66;Collareja;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 66.6666666666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
67;Colorada M1;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 62.7906976744186, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
68;Cuarentilla;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 11.1111111111111, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
69;Cuarentona;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 50.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
70;Desiree;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 50.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
71;Kennebec;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 27.027027027027, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
72;Overa;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 62.5, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
73;Papa Baya;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 75.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
74;Runa Rosada;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
75;Sierra Volcán;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 6.89655172413793, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
76;Sisa Sani;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 2.56410256410256, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
77;Tacna;Velasquez et al. (2005);in virto;2.0;Shoot dry weight [%];2005;Potato;[0.7305, 1.09575, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 136.363636363636, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
78;Kennebec;Patel et al. (2001);field, lysimeter;2.0;Tuber yield [g/plant];1995;Potato;[1.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 95.3645702831371, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
79;Norland;Patel et al. (2001);field, lysimeter;2.0;Tuber yield [g/plant];1995;Potato;[1.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 82.4274527867342, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
80;Russet Burbank;Patel et al. (2001);field, lysimeter;2.0;Tuber yield [g/plant];1995;Potato;[1.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 83.3027041218168, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];
81;Superior;Kim et al. (2013);"field?! ""planted in port""";4.0;Tuber fresh weight [g/tuber] (aus grafik);2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 110.869565217391, 60.8695652173913, 73.9130434782609, nan, nan, nan, nan, nan, nan, nan, nan];
82;Superior;Kim et al. (2013);"field?! ""planted in port""";4.0;Number of tubers (aus grafik);2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 88.6363636363636, 93.1818181818182, 34.0909090909091, nan, nan, nan, nan, nan, nan, nan, nan];
83;Desiree;Heuer and Nadler (1995);field;3.0;Tuber yield [t/ha];1993;Potato;[1.5, 3.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 102.831640504771, 95.5370883348722, nan, nan, nan, nan, nan, nan, nan, nan, nan];
84;Spunta;Van Hoorn et al. (1993);tank;3.0;Tuber yield [kg/m²] on loam;1992;Potato;[0.0, 1.7, 2.7, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 75.8700696055685, 62.6450116009281, nan, nan, nan, nan, nan, nan, nan, nan, nan];
85;Spunta;Van Hoorn et al. (1993);tank;3.0;Tuber yield [kg/m²] on clay;1992;Potato;[0.0, 1.7, 2.7, nan, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 86.2068965517241, 83.448275862069, nan, nan, nan, nan, nan, nan, nan, nan, nan];
86;Desiree;Bustan et al. (2004);field;5.0;Tuber yield [kg/m²] (1994);1994;Potato;[1.6, 2.4, 4.2, 5.0, 6.6, nan, nan, nan, nan, nan, nan, nan];[100.0, 97.9591836734694, 69.3877551020408, 59.1836734693878, 46.9387755102041, nan, nan, nan, nan, nan, nan, nan];
87;Desiree;Bustan et al. (2004);field;5.0;Tuber yield [kg/m²] (1996);1996;Potato;[1.6, 2.4, 4.2, 5.0, 6.6, nan, nan, nan, nan, nan, nan, nan];[100.0, 102.941176470588, 92.6470588235294, 95.5882352941176, 98.5294117647059, nan, nan, nan, nan, nan, nan, nan];
88;Dejima;Ghosh et al. (2001);earthen pot, glasshouse;4.0;Yield [g per plant] andere infos auch im paper;2000;Potato;[0.2, 0.77, 1.37, 1.95, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 79.645251396648, 73.9664804469274, 45.0, nan, nan, nan, nan, nan, nan, nan, nan];
89;May Queen;Ghosh et al. (2001);earthen pot, glasshouse;4.0;Yield [g per plant] andere infos auch im paper;2000;Potato;[0.2, 0.77, 1.37, 1.95, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 89.6562222504123, 56.8565267030318, 48.458708613472, nan, nan, nan, nan, nan, nan, nan, nan];
90;Superior;Kim et al. (2013);"field?! ""planted in port""";4.0;Tuber fresh weight [g/pot] 21cm Wagnerpot;2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 96.5686274509804, 57.843137254902, 26.9607843137255, nan, nan, nan, nan, nan, nan, nan, nan];
91;Chugang;Kim et al. (2013);"field?! ""planted in port""";4.0;Tuber fresh weight [g/pot] 21cm Wagnerpot;2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 67.6300578034682, 41.0404624277457, 29.4797687861272, nan, nan, nan, nan, nan, nan, nan, nan];
92;Chudong;Kim et al. (2013);"field?! ""planted in port""";4.0;Tuber fresh weight [g/pot] 21cm Wagnerpot;2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 58.8495575221239, 14.6017699115044, 20.7964601769911, nan, nan, nan, nan, nan, nan, nan, nan];
93;Chuyeong;Kim et al. (2013);"field?! ""planted in port""";4.0;Tuber fresh weight [g/pot] 21cm Wagnerpot;2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 72.5581395348837, 54.8837209302326, 24.6511627906977, nan, nan, nan, nan, nan, nan, nan, nan];
94;Chubeak;Kim et al. (2013);"field?! ""planted in port""";4.0;Tuber fresh weight [g/pot] 21cm Wagnerpot;2013;Potato;[0.0, 1.6, 3.2, 4.8, nan, nan, nan, nan, nan, nan, nan, nan];[100.0, 35.4066985645933, 34.4497607655502, 23.9234449760766, nan, nan, nan, nan, nan, nan, nan, nan];
